quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
dusk	2018-12-17 17:45:03.607107+00:00	2018-12-17 17:45:03.845347+00:00	2018-12-17 17:43:52.610213+00:00	2018-12-17 17:46:13.894261+00:00	2018-12-17 17:44:14.322671+00:00	2018-12-17 17:45:53.202112+00:00
