quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
sunset	2018-12-17 17:15:42.412215+00:00	2018-12-17 17:15:42.970067+00:00	2018-12-17 17:14:26.829872+00:00	2018-12-17 17:16:56.408024+00:00	2018-12-17 17:14:50.439831+00:00	2018-12-17 17:16:35.122340+00:00
