quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
dawn	2018-12-17 06:41:08.381088+00:00	2018-12-17 06:41:07.935399+00:00	2018-12-17 06:38:27.894312+00:00	2018-12-17 06:43:49.431953+00:00	2018-12-17 06:39:14.954964+00:00	2018-12-17 06:42:59.884799+00:00
