hour	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
2018-12-17 00:00:00	0.03465452017961789	0.03467439017003795	0.03191047607621083	0.0374191763483678	0.03269976259024003	0.03661421751945949
2018-12-17 01:00:00	0.022232967192079296	0.022231445248511943	0.019955660034203272	0.024565323185062066	0.02060866681240275	0.02388038153528505
2018-12-17 02:00:00	0.013935569772579384	0.013918816682417985	0.012223013790049485	0.015777815546472125	0.012704854523764629	0.015192125924829488
2018-12-17 03:00:00	0.009961513961705835	0.009951676457114596	0.008652918256899792	0.01131992593814224	0.00904911328047005	0.010895190974479883
2018-12-17 04:00:00	0.008654811900906941	0.008635729327732326	0.007426207708410859	0.009975402692627472	0.007780580696900679	0.009547477712484844
2018-12-17 05:00:00	0.008513488972549485	0.008501027748566434	0.007335972109554778	0.009774332408624456	0.007674889089825681	0.00939325939755795
2018-12-17 06:00:00	0.014429463735818236	0.014370376723556531	0.01222275277646401	0.016928728117499174	0.012838491235511956	0.016105531188762703
2018-12-17 07:00:00	0.026088643225168948	0.02603354634725649	0.023033226054388775	0.029404719826672306	0.02391712606780837	0.0283324409504987
2018-12-17 08:00:00	0.035584080407883426	0.035539531264582674	0.03248786088726312	0.03898885421250509	0.03337240615099575	0.037853003639893495
2018-12-17 09:00:00	0.04338253219065515	0.043361087366937126	0.040819987344243455	0.045994333078908926	0.04154670370556696	0.04522417803770254
2018-12-17 10:00:00	0.0496341978969453	0.04961064912044853	0.04684040914924091	0.05258785107683174	0.04766306895645478	0.05165981394092488
2018-12-17 11:00:00	0.0516553798692622	0.05160885795749852	0.048866691700778994	0.05467074203554943	0.04966998998393728	0.05372564204557556
2018-12-17 12:00:00	0.052834388329903365	0.05280785927682841	0.050422337336818855	0.05539818984811652	0.05111764435948673	0.054621173162849215
2018-12-17 13:00:00	0.05210406996472302	0.05208295468851726	0.04976636835772535	0.05458788539941167	0.050456857779318194	0.053799090224412836
2018-12-17 14:00:00	0.05197157224744708	0.05194154892603087	0.04990718588617301	0.05422829182044582	0.05047560218973574	0.053506626972244564
2018-12-17 15:00:00	0.05296167087780585	0.05294189350590832	0.050564583098884855	0.05542073963472545	0.051295679901821725	0.05466458791846564
2018-12-17 16:00:00	0.054621020865584215	0.05459059189608932	0.05234760315293562	0.05698004314037826	0.05303669095775773	0.05628392371749563
2018-12-17 17:00:00	0.05458203750443745	0.05457293082351111	0.052656328676553815	0.056530159543242656	0.05322788530122523	0.055919969533483715
2018-12-17 18:00:00	0.05682850109724194	0.05684464327420213	0.05454068064355004	0.05907287724477354	0.05522289211034054	0.05842867785638707
2018-12-17 19:00:00	0.06021219624069272	0.06019184271009381	0.05770308902825747	0.06281553832943867	0.05843479464705002	0.06200535845223856
2018-12-17 20:00:00	0.06664424053587166	0.06660800940132278	0.0632717089394282	0.07020023025923135	0.06423699148764	0.06913720872043326
2018-12-17 21:00:00	0.06915873265081048	0.0691378455477834	0.0655462293378154	0.07281822230646123	0.06669280931438351	0.07170532487255175
2018-12-17 22:00:00	0.0607790747483906	0.06079440187048239	0.05786804052156765	0.06364079513067841	0.05873231763549701	0.0627909342646686
2018-12-17 23:00:00	0.04857532563191954	0.04858164263501456	0.045574922907468486	0.05154908879601411	0.04647846997763792	0.050652686470499385
2018-12-18 00:00:00	0.03465452017961789	0.03467439017003795	0.03191047607621083	0.0374191763483678	0.03269976259024003	0.03661421751945949
