quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
dusk	2018-12-17 17:49:03.331599+00:00	2018-12-17 17:49:02.881436+00:00	2018-12-17 17:45:46.846936+00:00	2018-12-17 17:52:25.137959+00:00	2018-12-17 17:46:45.542386+00:00	2018-12-17 17:51:23.833439+00:00
