quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
sunrise	2018-12-17 07:09:01.959081+00:00	2018-12-17 07:09:02.037214+00:00	2018-12-17 07:08:02.890630+00:00	2018-12-17 07:10:00.188173+00:00	2018-12-17 07:08:20.795007+00:00	2018-12-17 07:09:42.513117+00:00
