hour	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
2018-12-17 00:00:00	0.03212922946302492	0.032131683461662494	0.03101134970342882	0.0332837496110024	0.03133072379625476	0.03293470488294844
2018-12-17 01:00:00	0.019586008997637565	0.019589500602745846	0.01877466684026115	0.020395991132974117	0.01901982784583151	0.02014717568958033
2018-12-17 02:00:00	0.012490110748217804	0.012490003837265368	0.011843204647654872	0.0131469133098798	0.012029458084443443	0.012947274438443322
2018-12-17 03:00:00	0.009026711443629458	0.00901543609723846	0.008387468885001336	0.009721917855603725	0.008574203383956874	0.009505561511883899
2018-12-17 04:00:00	0.007602283493734538	0.007594696458928302	0.0070508779206884115	0.008173093477911262	0.007215424505101563	0.008001373353409105
2018-12-17 05:00:00	0.00923295154383004	0.009209195066070135	0.008395897703446755	0.010211086382601365	0.008617392963051385	0.00990830790671667
2018-12-17 06:00:00	0.014886893572741366	0.01486875842105297	0.013895721689595623	0.015965762959141906	0.01416708572401494	0.015620433875147475
2018-12-17 07:00:00	0.023997967199389326	0.023990110555715125	0.022987319352350155	0.025035690171059544	0.023293482721409766	0.024717526693802883
2018-12-17 08:00:00	0.03607080401246339	0.036068192176990824	0.034887941009534136	0.037315021852411166	0.03522226608983854	0.03692582247865407
2018-12-17 09:00:00	0.046833570385163406	0.04681487607272336	0.045360787405774344	0.048434042111453954	0.04579017308922262	0.047919191643608194
2018-12-17 10:00:00	0.05291616706763281	0.05291140952020192	0.051655220667952646	0.054229030519710106	0.052006264492822835	0.05382919633962962
2018-12-17 11:00:00	0.05573508161438988	0.055666018461267446	0.054279977045666526	0.05747105586159772	0.05469960299694374	0.05689668370918427
2018-12-17 12:00:00	0.056020168246649016	0.05601716934045499	0.05501032093024203	0.05704098156378156	0.05530955398056565	0.056724835942602574
2018-12-17 13:00:00	0.05670586680180387	0.05670175460979833	0.05570885665292527	0.05771029658960618	0.05601486680233789	0.05741314255212217
2018-12-17 14:00:00	0.055488590049702316	0.0554837161750661	0.054530039611793236	0.05645579803541215	0.05481881296840145	0.05617129339008356
2018-12-17 15:00:00	0.05600450322257939	0.055997996283791124	0.055060154476363324	0.05699255147808389	0.05533138989249806	0.05668910966261995
2018-12-17 16:00:00	0.05579560368647935	0.055783498771983756	0.05474492942417557	0.05691230537878966	0.055045543194711354	0.05656934916119052
2018-12-17 17:00:00	0.05497836508939321	0.054956763848321516	0.05394091711950373	0.056106165279638395	0.05423390329717631	0.05574837922312875
2018-12-17 18:00:00	0.054521776996244296	0.054518520202725705	0.05356349319881854	0.055527838131764484	0.05383283263741213	0.0552236041194832
2018-12-17 19:00:00	0.05737162714041489	0.05736027190895217	0.05631334063557347	0.05845778691427794	0.05662856806215243	0.05814304490571525
2018-12-17 20:00:00	0.06232731297596339	0.06231922628104355	0.06100623819845139	0.06370193204686349	0.06138459819338269	0.06327496534206573
2018-12-17 21:00:00	0.06483876200934166	0.06482961539492917	0.06339585460698272	0.06633279719755543	0.06381989778561631	0.0658710620969845
2018-12-17 22:00:00	0.059242027541800295	0.05923569266464963	0.057810356475527715	0.060697338046260596	0.058245729397412536	0.060245263309534475
2018-12-17 23:00:00	0.04619761669777381	0.04618556318279955	0.04496184781002501	0.047475167864647755	0.04532756479633211	0.04708342859019224
2018-12-18 00:00:00	0.03212922946302492	0.032131683461662494	0.03101134970342882	0.0332837496110024	0.03133072379625476	0.03293470488294844
