quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
sunset	2018-12-17 20:07:21.517978+00:00	2018-12-17 20:07:22.105883+00:00	2018-12-17 20:04:14.000201+00:00	2018-12-17 20:10:25.916486+00:00	2018-12-17 20:05:10.550265+00:00	2018-12-17 20:09:30.402868+00:00
