quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
dusk	2018-12-17 20:39:18.468647+00:00	2018-12-17 20:39:19.613300+00:00	2018-12-17 20:35:53.301124+00:00	2018-12-17 20:42:41.668250+00:00	2018-12-17 20:36:54.216823+00:00	2018-12-17 20:41:40.642589+00:00
