quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
dawn	2018-12-17 06:02:03.444265+00:00	2018-12-17 06:02:03.389136+00:00	2018-12-17 06:00:50.643459+00:00	2018-12-17 06:03:16.228239+00:00	2018-12-17 06:01:11.947168+00:00	2018-12-17 06:02:54.417866+00:00
