quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
dawn	2018-12-17 05:42:28.723074+00:00	2018-12-17 05:42:30.310457+00:00	2018-12-17 05:39:17.103393+00:00	2018-12-17 05:45:34.963358+00:00	2018-12-17 05:40:15.203040+00:00	2018-12-17 05:44:40.524805+00:00
