quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
sunset	2018-12-17 19:39:25.493093+00:00	2018-12-17 19:39:25.239456+00:00	2018-12-17 19:37:57.443511+00:00	2018-12-17 19:40:54.588323+00:00	2018-12-17 19:38:23.106396+00:00	2018-12-17 19:40:28.503324+00:00
