user_id	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
ur6122	2018-12-17 07:07:25.484940+00:00	2018-12-17 07:21:31+00:00	2018-12-17 05:32:24.750000+00:00	2018-12-17 07:50:47.750000+00:00	2018-12-17 05:49:28.575000+00:00	2018-12-17 07:50:33+00:00
ur6318						
ur5787						
ur5030	2018-12-17 07:04:46.960352+00:00	2018-12-17 07:07:01+00:00	2018-12-17 06:39:34+00:00	2018-12-17 07:17:22+00:00	2018-12-17 06:39:44+00:00	2018-12-17 07:16:41+00:00
ur1230	2018-12-17 06:13:21.404636+00:00	2018-12-17 06:19:01.500000+00:00	2018-12-17 05:45:57+00:00	2018-12-17 06:27:10+00:00	2018-12-17 05:49:19+00:00	2018-12-17 06:27:00+00:00
ur5062	2018-12-17 06:45:53.709845+00:00	2018-12-17 06:51:08+00:00	2018-12-17 06:18:12.200000+00:00	2018-12-17 06:52:24.400000+00:00	2018-12-17 06:27:21.400000+00:00	2018-12-17 06:51:33.400000+00:00
ur1680						
ur6951	2018-12-17 06:23:23.200000+00:00	2018-12-17 06:29:05+00:00	2018-12-17 05:42:21.900000+00:00	2018-12-17 06:46:16.200000+00:00	2018-12-17 05:52:36.180000+00:00	2018-12-17 06:45:06.695000+00:00
ur8157						
ur4416						
ur4415	2018-12-17 06:47:03.190083+00:00	2018-12-17 06:40:55+00:00	2018-12-17 06:27:06+00:00	2018-12-17 07:19:45+00:00	2018-12-17 06:28:47+00:00	2018-12-17 07:13:35+00:00
ur8776						
ur3739						
ur2133	2018-12-17 06:36:03.465116+00:00	2018-12-17 06:38:06+00:00	2018-12-17 06:14:56.250000+00:00	2018-12-17 06:49:36.875000+00:00	2018-12-17 06:17:16.350000+00:00	2018-12-17 06:48:11.750000+00:00
ur2394	2018-12-17 06:16:03.015873+00:00	2018-12-17 06:18:59+00:00	2018-12-17 05:48:00.350000+00:00	2018-12-17 06:27:08+00:00	2018-12-17 05:52:58.310000+00:00	2018-12-17 06:27:05+00:00
ur4646	2018-12-17 06:59:54.576159+00:00	2018-12-17 07:02:36+00:00	2018-12-17 06:34:21.500000+00:00	2018-12-17 07:11:57+00:00	2018-12-17 06:41:04.750000+00:00	2018-12-17 07:11:50.250000+00:00
