quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
sunrise	2018-12-17 06:35:34.117975+00:00	2018-12-17 06:35:34.664721+00:00	2018-12-17 06:32:44.595560+00:00	2018-12-17 06:38:17.351078+00:00	2018-12-17 06:33:36.800376+00:00	2018-12-17 06:37:29.843476+00:00
