quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
dusk	2018-12-17 19:02:04.317605+00:00	2018-12-17 19:02:03.786662+00:00	2018-12-17 19:00:24.141611+00:00	2018-12-17 19:03:46.385284+00:00	2018-12-17 19:00:54.221494+00:00	2018-12-17 19:03:15.366135+00:00
