quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
sunset	2018-12-17 19:13:00.815679+00:00	2018-12-17 19:13:02.209944+00:00	2018-12-17 19:08:25.572352+00:00	2018-12-17 19:17:36.367569+00:00	2018-12-17 19:09:47.841606+00:00	2018-12-17 19:16:10.736517+00:00
