quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
dawn	2018-12-17 06:21:03.120559+00:00	2018-12-17 06:21:03.230506+00:00	2018-12-17 06:20:08.976926+00:00	2018-12-17 06:21:57.052863+00:00	2018-12-17 06:20:24.567946+00:00	2018-12-17 06:21:41.225759+00:00
