quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
sunset	2018-12-17 18:34:16.932517+00:00	2018-12-17 18:34:16.415377+00:00	2018-12-17 18:32:35.834888+00:00	2018-12-17 18:36:00.119518+00:00	2018-12-17 18:33:05.516369+00:00	2018-12-17 18:35:28.381764+00:00
