quantity	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
dusk	2018-12-17 19:42:38.800282+00:00	2018-12-17 19:42:39.902986+00:00	2018-12-17 19:37:55.424796+00:00	2018-12-17 19:47:25.280175+00:00	2018-12-17 19:39:20.319836+00:00	2018-12-17 19:45:54.960963+00:00
